locus_tag,mutation_density,mutation_count,start,middle,end,avg_length,strand,type,gc_content,cpg_excess,asymmetry,binary_asymmetry,distance_from_oric,relative_distance_from_oric,relative_distance_oscillating_triangle,relative_distance_oscillating_cosine,essentiality_pec,binary_pec,essentiality_gerdes,binary_gerdes,transcript,protein_abundance_pax,protein_abundance_lb,gene_names
b1159,0.001199041,1,1210346,1210763,1211179,834,+,CDS,0.383693046,0.913916961,leading,1,1926555,0.830116088,0.339767824,0.508727468,NE,0,NE,0,2.4435845,2.75,0,mcrA;ECK1145;rglA;NP_415677.1
b1160,0.00308642,1,1211680,1211842,1212003,324,-,CDS,0.339506173,0.321428571,lagging,0,1927634,0.830581009,0.338837983,0.507469463,NE,0,E,1,0,1.00E-07,0,iraM;ECK1147;elb1;elbA;ycgW;NP_415678.1
b1161,0,0,1212703,1212905.5,1213107,405,-,CDS,0.367901235,1.171790235,lagging,0,1928697.5,0.831039251,0.337921499,0.506228469,NE,0,E,1,0.3974035,0.414,0,ycgX;ECK1148;NP_415679.1
b1162,0,0,1213328,1213694,1214059,732,-,CDS,0.487704918,0.988816285,lagging,0,1929486,0.831379,0.337241999,0.505307694,NE,0,NE,0,57.407734,8.49,0,bluR;ECK1149;ycgE;NP_415680.1
b1163,0.001650165,2,1214264,1214870,1215475,1212,-,CDS,0.435643564,1.00913006,lagging,0,1930662,0.831885717,0.336228567,0.503933345,NE,0,NE,0,6.0217805,5.76,0,bluF;ECK1150;ycgF;NP_415681.1
b1164,0,0,1215789,1215907.5,1216025,237,+,CDS,0.417721519,0.885797342,leading,1,1931699.5,0.832332756,0.335334489,0.502719796,NE,0,NE,0,5.398013,0.657,0,ycgZ;ECK1151;NP_415682.1
b1165,0,0,1216068,1216204.5,1216340,273,+,CDS,0.36996337,1.197368421,leading,1,1931996.5,0.832460727,0.335078545,0.502372217,NE,0,NE,0,3.457526,4.34,0,ymgA;ECK1152;NP_415683.1
b1166,0.007490637,2,1216369,1216502.5,1216635,267,+,CDS,0.348314607,0.755660377,leading,1,1932294.5,0.83258913,0.33482174,0.502023385,NE,0,NE,0,2.4975245,1.00E-07,0,ariR;ECK1153;ymgB;NP_415684.1
b1167,0,0,1216748,1216872.5,1216996,249,+,CDS,0.357429719,0.766153846,leading,1,1932664.5,0.832748556,0.334502888,0.501590159,NE,0,NE,0,0.7103735,1.00E-07,0,ymgC;ECK1154;NP_415685.1
b1168,0.000656168,1,1217328,1218090,1218851,1524,+,CDS,0.446194226,1.133771626,leading,1,1933882,0.833273154,0.333453693,0.500163722,NE,0,NE,0,1.461377,0.59,0,pdeG;ECK1155;ycgG;NP_415686.2
b4520,0,0,1218983,1219092.5,1219201,219,+,CDS,0.401826484,0.566770186,leading,1,1934884.5,0.833705112,0.332589776,0.498988162,NE,0,NE,0,3.3926895,1.00E-07,0,ymgF;ECK1156;YP_588447.1
b1171,0,0,1222305,1222470,1222634,330,-,CDS,0.451515152,1.076086957,lagging,0,1938262,0.835160413,0.329679175,0.495020857,NE,0,NE,0,14.7880115,27.9,0,ymgD;ECK1158;NP_415689.2
b1172,0,0,1222644,1222816.5,1222988,345,-,CDS,0.52173913,1.087184874,lagging,0,1938608.5,0.835309713,0.329380574,0.494613262,NE,0,NE,0,7.789521,0.345,18,ymgG;ECK1159;NP_415690.5
b1174,0,0,1224279,1224412.5,1224545,267,-,CDS,0.434456929,1.273323398,lagging,0,1940204.5,0.835997399,0.328005202,0.492734451,NE,0,NE,0,149.107033,920,3720,minE;ECK1162;minB;NP_415692.1
b1175,0,0,1224549,1224955.5,1225361,813,-,CDS,0.499384994,1.246568341,lagging,0,1940747.5,0.836231368,0.327537265,0.492094707,NE,0,E,1,186.214081,964,3855,minD;ECK1163;minB;NP_415693.1
b1176,0.001436782,1,1225385,1225733,1226080,696,-,CDS,0.510057471,1.085561497,lagging,0,1941525,0.836566378,0.326867245,0.49117822,NE,0,NE,0,119.531105,37.2,131,minC;ECK1164;minB;NP_415694.1
b1177,0,0,1226600,1226784.5,1226968,369,+,CDS,0.422764228,1.448540707,leading,1,1942576.5,0.837019449,0.325961102,0.489937887,NE,0,NE,0,24.8875755,34.7,14,ycgJ;ECK1165;NP_415695.1
b1178,0,0,1227071,1227272,1227472,402,-,CDS,0.430348259,1.021122995,lagging,0,1943064,0.837229504,0.325540993,0.489362503,NE,0,NE,0,46.7902795,429,123,pliG;ECK1166;ycgK;NP_415696.1
b1179,0,0,1227681,1227836.25,1228007,310.5,+,CDS,0.431192661,0.995332792,leading,1,1943628.25,0.837472628,0.325054743,0.488696266,NE,0,NE,0,55.664671,114,119,ycgL;ECK1167;NP_415697.5
b1180,0.003030303,2,1228079,1228409,1228738,660,+,CDS,0.51969697,1.199095023,leading,1,1944201,0.837719415,0.324561169,0.488019702,NE,0,E,1,43.6071475,50.6,204,ycgM;ECK1168;NP_415698.1
b1181,0,0,1228815,1229046,1229276,462,+,CDS,0.476190476,1.191613279,leading,1,1944838,0.837993887,0.324012227,0.487266897,NE,0,NE,0,37.387913,0.111,0,ycgN;ECK1169;NP_415699.5
b1182,0.001096491,1,1229483,1229939,1230394,912,-,CDS,0.411184211,1.040323961,lagging,0,1945731,0.838378663,0.323242673,0.486210943,NE,0,NE,0,1.630331,6.13,0,hlyE;clyA;ECK1170;hpr;sheA;ycgD;NP_415700.4
b1183,0,0,1230767,1230977,1231186,420,+,CDS,0.480952381,1.279481132,leading,1,1946769,0.838825918,0.322348164,0.484982636,NE,0,NE,0,6.486967,1.00E-07,0,umuD;ECK1171;NP_415701.1
b1184,0,0,1231186,1231820.5,1232454,1269,+,CDS,0.509850276,1.252787456,leading,1,1947612.5,0.839189366,0.321621268,0.483983783,NE,0,NE,0,5.064963,0.27,0,umuC;ECK1172;uvm;NP_415702.1
b1185,0,0,1232500,1232765.5,1233030,531,-,CDS,0.527306968,1.23737766,lagging,0,1948557.5,0.839596549,0.320806902,0.482863987,NE,0,NE,0,48.727438,51.5,61,dsbB;dsbX;ECK1173;iarB;rosB;roxB;ycgA;NP_415703.3
b1186,0,0,1233176,1233947,1234717,1542,-,CDS,0.528534371,1.132976801,lagging,0,1949739,0.840105635,0.31978873,0.481462835,NE,0,NE,0,24.396741,101,38,nhaB;ECK1174;NP_415704.1
b1187,0,0,1234938,1235298,1235657,720,+,CDS,0.5125,1.340821756,leading,1,1951090,0.840687755,0.31862449,0.479859162,NE,0,NE,0,46.678999,159,568,fadR;dec;ECK1175;ole;oleR;thdB;NP_415705.1
b1188,0,0,1235709,1236475.5,1237241,1533,-,CDS,0.498369211,1.19923419,lagging,0,1952267.5,0.841195118,0.317609765,0.478460129,NE,0,NE,0,33.7407895,22.3,0,ycgB;ECK1176;NP_415706.1
b1189,0,0,1237571,1238220.5,1238869,1299,+,CDS,0.56274057,1.205554801,leading,1,1954012.5,0.841947005,0.31610599,0.476384593,NE,0,E,1,90.1362075,199,1630,dadA;dadR;ECK1177;NP_415707.1
b1190,0.00280112,3,1238879,1239414.5,1239949,1071,+,CDS,0.579831933,1.287232472,leading,1,1955206.5,0.842461477,0.315077046,0.474962895,NE,0,NE,0,70.3735125,51,0,dadX;alnA;alnB;dadB;ECK1178;NP_415708.1
b1191,0,0,1240335,1241203.5,1242071,1737,-,CDS,0.523316062,1.119288448,lagging,0,1956995.5,0.843232323,0.313535353,0.472830407,NE,0,NE,0,13.8333945,20.5,6,cvrA;ECK1179;ycgO;NP_415709.2
b1192,0,0,1242166,1242623.5,1243080,915,-,CDS,0.530054645,1.104771784,lagging,0,1958415.5,0.843844174,0.312311651,0.471135793,NE,0,NE,0,21.577552,27.1,41,ldcA;ECK1180;ycgQ;NP_415710.1
b1193,0.001633987,1,1243180,1243486,1243791,612,+,CDS,0.519607843,1.301605136,leading,1,1959278,0.844215809,0.311568381,0.470105644,NE,0,NE,0,38.658312,4.87,72,emtA;ECK1181;mltE;sltZ;ycgP;NP_415711.2
b1194,0,0,1243793,1244160.5,1244527,735,-,CDS,0.507482993,1.101123596,lagging,0,1959952.5,0.844506439,0.310987123,0.469299591,NE,0,NE,0,5.7881215,77.8,1034,ycgR;ECK1182;NP_415712.1
b1195,0,0,1244728,1244855.5,1244982,255,+,CDS,0.533333333,0.858585859,leading,1,1960647.5,0.844805901,0.310388198,0.46846863,NE,0,NE,0,14.2866995,5.35,0,ymgE;ECK1183;tag;NP_415713.1
b1196,0,0,1245160,1245380.5,1245600,441,+,CDS,0.414965986,1.174291939,leading,1,1961172.5,0.845032114,0.309935773,0.467840651,NE,0,NE,0,2.574242,0.117,0,ycgY;ECK1184;NP_415714.1
b1197,0,0,1245679,1246528,1247376,1698,-,CDS,0.522968198,1.171705896,lagging,0,1962320,0.84552655,0.308946901,0.466467246,NE,0,NE,0,11.79634,253,8,treA;ECK1185;osmA;tre;NP_415715.1
b1198,0.000704722,1,1247696,1248405.5,1249114,1419,-,CDS,0.501761804,1.064079187,lagging,0,1964197.5,0.846335529,0.307328942,0.464217702,NE,0,NE,0,44.6341915,71.5,0,dhaM;dhaH;ECK1186;ptsD;ycgC;NP_415716.4
b1199,0.001579779,1,1249125,1249441.5,1249757,633,-,CDS,0.535545024,1.238574423,lagging,0,1965233.5,0.846781922,0.306436157,0.462975125,NE,0,E,1,51.297989,178,0,dhaL;dhaK2;ECK1187;ycgS;ysgS;NP_415717.1
b1200,0.000933707,1,1249768,1250303.5,1250838,1071,-,CDS,0.530345472,1.129186306,lagging,0,1966095.5,0.847153341,0.305693318,0.461940548,NE,0,NE,0,57.4851015,318,0,dhaK;dhaK1;ECK1188;ycgT;NP_415718.6
b1201,0.001041667,2,1251066,1252026,1252985,1920,+,CDS,0.514583333,1.116302084,leading,1,1967818,0.847895534,0.304208933,0.459871314,NE,0,NE,0,7.547413,0.521,0,dhaR;ECK1189;ycgU;NP_415719.2
b1202,0.00069735,2,1253085,1254519,1255952,2868,-,CDS,0.49790795,0.962236719,lagging,0,1970311,0.84896972,0.302060559,0.456872055,NE,0,NE,0,5.1043555,0.173,0,ycgV;ECK1190;NP_415720.1
b1203,0,0,1256721,1257267,1257812,1092,-,CDS,0.51007326,1.213239284,lagging,0,1973059,0.850153781,0.299692437,0.453559985,NE,0,E,1,48.8846645,339,0,ychF;ECK1191;gtp1;NP_415721.1
b1204,0,0,1257929,1258221.5,1258513,585,-,CDS,0.497435897,1.333333333,lagging,0,1974013.5,0.850565057,0.298869885,0.452408088,E,1,E,1,26.961721,100,887,pth;ECK1192;rap;NP_415722.1
b1205,0,0,1258791,1258930.5,1259069,279,+,CDS,0.53046595,1.137720111,leading,1,1974722.5,0.850870552,0.298258896,0.451551973,NE,0,E,1,160.1756515,29.6,0,ychH;ECK1193;NP_415723.1
b1206,0.000595238,1,1259124,1259964,1260803,1680,-,CDS,0.546428571,1.072245085,lagging,0,1975756,0.851315868,0.297368265,0.450303281,NE,0,NE,0,13.7196575,9.45,18,dauA;ECK1194;ychM;NP_415724.2
b1207,0,0,1260928,1261402,1261875,948,-,CDS,0.525316456,1.345613497,lagging,0,1977194,0.851935475,0.296129051,0.448564399,E,1,E,1,176.070244,1075,7280,prs;dnaR;ECK1195;prsA;NP_415725.1
b1208,0.001173709,1,1262026,1262452,1262877,852,-,CDS,0.534037559,1.150315032,lagging,0,1978244,0.8523879,0.2952242,0.447293627,E,1,E,1,93.048748,16.5,144,ispE;ECK1196;ipk;ychB;NP_415726.1
b1209,0,0,1262877,1263189,1263500,624,-,CDS,0.514423077,1.045266848,lagging,0,1978981,0.852705459,0.294589082,0.446401127,E,1,NE,0,69.592762,114,264,lolB;ECK1197;hemM;ychC;NP_415727.1
b1210,0.00159109,2,1263714,1264342.5,1264970,1257,+,CDS,0.5433572,1.3076189,leading,1,1980134.5,0.85320248,0.293595039,0.445003356,E,1,NE,0,40.5471995,12.4,1,hemA;ECK1198;gtrA;NP_415728.1
b1211,0,0,1265012,1265553.5,1266094,1083,+,CDS,0.530009234,1.30358185,leading,1,1981345.5,0.853724277,0.292551445,0.443534742,E,1,NE,0,29.3842365,46.5,474,prfA;ECK1199;sueB;uar;ups?;NP_415729.1
b1212,0.001199041,1,1266094,1266511,1266927,834,+,CDS,0.551558753,1.248337407,leading,1,1982303,0.854136846,0.291726308,0.442372711,E,1,E,1,13.413318,2.58,0,prmC;ECK1200;hemK;NP_415730.1
b1213,0,0,1266924,1267120.5,1267316,393,+,CDS,0.475826972,1.124141876,leading,1,1982912.5,0.854399468,0.291201064,0.441632629,NE,0,E,1,21.9966755,0.516,0,ychQ;ECK1201;sirB2;NP_415731.1
b1214,0,0,1267320,1267725,1268129,810,+,CDS,0.464197531,1.487091222,leading,1,1983517,0.854659936,0.290680129,0.44089832,NE,0,NE,0,70.9969255,3.79,0,ychA;ECK1202;sirB1;NP_415732.1
b1215,0,0,1268165,1268592.5,1269019,855,+,CDS,0.515789474,1.136259811,leading,1,1984384.5,0.855033725,0.28993255,0.439844021,E,1,NE,0,135.010002,1309,3154,kdsA;ECK1203;NP_415733.1
b4419,0,0,1269168,1269222,1269275,108,-,CDS,0.555555556,1.205357143,lagging,0,1985014,0.855304965,0.289390071,0.43907859,NE,0,NE,0,31.840427,1.00E-07,0,ldrA;ECK1204;YP_025297.1
b4421,0,0,1269703,1269757,1269810,108,-,CDS,0.583333333,1.314401623,lagging,0,1985549,0.855535486,0.288929028,0.438427815,NE,0,NE,0,6.459171,1.00E-07,0,ldrB;ECK1206;YP_025298.1
b4423,0,0,1270238,1270292,1270345,108,-,CDS,0.555555556,1.205357143,lagging,0,1986084,0.855766007,0.288467985,0.43777681,NE,0,NE,0,26.873187,1.00E-07,0,ldrC;ECK1208;YP_025299.1
b1216,0,0,1270749,1271299.5,1271849,1101,-,CDS,0.48773842,0.993268563,lagging,0,1987091.5,0.85620012,0.28759976,0.436550228,NE,0,NE,0,22.917399,4.51,0,chaA;ECK1210;NP_415734.1
b1217,0,0,1272119,1272234.5,1272349,231,+,CDS,0.454545455,1.454444444,leading,1,1988026.5,0.856602994,0.286794012,0.435411185,NE,0,NE,0,22.8787275,88.6,2,chaB;ECK1211;NP_415735.1
b1218,0.001436782,1,1272507,1272855,1273202,696,+,CDS,0.547413793,1.132659933,leading,1,1988647,0.856870356,0.286259289,0.434654889,NE,0,NE,0,29.944268,3.91,0,chaC;ECK1212;NP_415736.2
b1219,0,0,1273246,1273423,1273599,354,-,CDS,0.516949153,0.983095871,lagging,0,1989215,0.857115096,0.285769808,0.433962314,NE,0,NE,0,78.779545,728,2321,ychN;ECK1213;NP_415737.1
b1220,0,0,1273784,1274481.5,1275178,1395,+,CDS,0.505376344,1.155570354,leading,1,1990273.5,0.857571184,0.284857633,0.432670978,NE,0,NE,0,9.3708785,0.076,0,ychO;ECK1214;ychP;NP_415738.2
b1221,0,0,1275179,1275504.5,1275829,651,-,CDS,0.517665131,1.058087768,lagging,0,1991296.5,0.858011975,0.28397605,0.431422106,NE,0,NE,0,48.2536065,431,1226,narL;ECK1215;frdR;narR;NP_415739.1
b1222,0,0,1275822,1276720.5,1277618,1797,-,CDS,0.533667223,1.064888889,lagging,0,1992512.5,0.858535926,0.282928147,0.429936546,NE,0,NE,0,18.17402,4.35,0,narX;ECK1216;frd1;frdR;narR;NP_415740.1
b1223,0,0,1277957,1278653,1279348,1392,+,CDS,0.536637931,1.082317029,leading,1,1994445,0.859368604,0.281262792,0.427573257,NE,0,NE,0,3.896678,4.37,0,narK;ECK1217;NP_415741.1
b1224,0.000534188,2,1279864,1281736,1283607,3744,+,CDS,0.549412393,1.097936828,leading,1,1997528,0.86069701,0.278605979,0.423796952,NE,0,NE,0,5.8941315,60.9,3,narG;chlC;ECK1218;narC;NP_415742.1
b1225,0.000649773,1,1283604,1284373.5,1285142,1539,+,CDS,0.537361923,1.218420127,leading,1,2000165.5,0.861833459,0.276333081,0.42056047,NE,0,NE,0,7.201442,56.6,13,narH;chlC;ECK1219;NP_415743.1
b1226,0,0,1285139,1285494.5,1285849,711,+,CDS,0.563994374,1.29466201,leading,1,2001286.5,0.862316477,0.275367046,0.419183262,NE,0,NE,0,5.5593415,3.33,13,narJ;ECK1220;NP_415744.1
b1227,0.001474926,1,1285849,1286188,1286526,678,+,CDS,0.55899705,1.025546218,leading,1,2001980,0.862615293,0.274769414,0.418330777,NE,0,NE,0,7.3997575,4.03,0,narI;chlI;ECK1221;NP_415745.1
b1229,0,0,1287087,1287132,1287176,90,-,CDS,0.644444444,1.40625,lagging,0,2002924,0.863022045,0.273955911,0.417169773,NE,0,NE,0,0,1.00E-07,0,tpr;ECK1224;NP_415747.2
b1232,0.00118624,1,1287782,1288203.5,1288624,843,-,CDS,0.472123369,1.36407767,lagging,0,2003995.5,0.863483734,0.273032532,0.415851134,NE,0,E,1,53.2118415,332,981,purU;ECK1227;tgs;ychI;NP_415748.1
b1233,0,0,1288674,1288903.5,1289132,459,-,CDS,0.464052288,1.151612903,lagging,0,2004695.5,0.863785351,0.272429299,0.414989209,NE,0,NE,0,46.178297,11.7,5,ychJ;ECK1228;NP_415749.1
b1234,0,0,1289245,1289698,1290150,906,+,CDS,0.502207506,1.115763547,leading,1,2005490,0.864127686,0.271744629,0.414010471,NE,0,NE,0,41.8948655,16.8,0,rssA;ECK1229;ychK;NP_415750.2
b1235,0.001972387,2,1290242,1290749,1291255,1014,+,CDS,0.486193294,1.045847751,leading,1,2006541,0.864580542,0.270838917,0.412715019,NE,0,E,1,40.0094505,3.89,2,rssB;ECK1230;hnr;sprE;ychL;NP_415751.1
b1236,0.00110011,1,1291457,1291911.5,1292365,909,+,CDS,0.469746975,1.102412074,leading,1,2007703.5,0.865081441,0.269837118,0.411281159,NE,0,E,1,144.2736585,548,3262,galU;ECK1231;ychD;NP_415752.1
b1237,0,0,1292509,1292716,1292922,414,-,CDS,0.466183575,1.335483871,lagging,0,2008508,0.865428085,0.269143831,0.41028827,NE,0,E,1,1744.391358,7274,38186,hns;B1;bglY;cur;drc;drdX;drs;ECK1232;fimG;H1;hnsA;irk;msyA;osmZ;pilG;topS;topX;virR;NP_415753.1
b1238,0,0,1293527,1293836,1294144,618,+,CDS,0.422330097,1.245229347,leading,1,2009628,0.865910671,0.268178657,0.408905191,NE,0,E,1,15.2210575,21.5,203,tdk;ECK1233;NP_415754.1
b1241,0.001494768,4,1295446,1296784,1298121,2676,-,CDS,0.506352765,1.102242563,lagging,0,2012576,0.867180909,0.265638182,0.405260244,NE,0,NE,0,442.36467,2323,3259,adhE;adhC;ana;ECK1235;NP_415757.1
b1242,0,0,1298598,1298922,1299245,648,+,CDS,0.478395062,1.119312437,leading,1,2014714,0.868102133,0.263795735,0.402612752,NE,0,NE,0,10.6894755,1.75,0,ychE;ECK1236;NP_415758.1
b1243,0.000612745,1,1301182,1301998,1302813,1632,+,CDS,0.477328431,1.08653694,leading,1,2017790,0.869427523,0.261144954,0.39879782,NE,0,NE,0,492.1011045,2088,2665,oppA;ECK1237;NP_415759.1
b1244,0.001085776,1,1302899,1303359.5,1303819,921,+,CDS,0.457111835,1.268766938,leading,1,2019151.5,0.870014167,0.259971665,0.397107043,NE,0,NE,0,92.8315735,72.2,35,oppB;ECK1238;NP_415760.1
b1245,0.00110011,1,1303834,1304288.5,1304742,909,+,CDS,0.523652365,1.062297735,leading,1,2020080.5,0.870414456,0.259171088,0.39595259,NE,0,E,1,97.4885675,56.2,93,oppC;ECK1239;NP_415761.1
b1246,0,0,1304754,1305261,1305767,1014,+,CDS,0.517751479,1.302923225,leading,1,2021053,0.870833488,0.258333025,0.394743411,NE,0,E,1,112.9239275,64.9,173,oppD;ECK1240;YP_025300.1
b1247,0.000995025,1,1305764,1306266.5,1306768,1005,+,CDS,0.515422886,1.051805338,leading,1,2022058.5,0.871266739,0.257466523,0.39349248,NE,0,NE,0,124.1469995,69.3,82,oppF;ECK1241;NP_415763.1
b1248,0,0,1306821,1306986,1307150,330,-,CDS,0.472727273,1.264367816,lagging,0,2022778,0.871576758,0.256846485,0.392596912,NE,0,NE,0,75.290371,16.8,0,yciU;ECK1242;NP_415764.4
b1249,0.004106776,6,1307185,1307915.5,1308645,1461,-,CDS,0.516769336,1.254112548,lagging,0,2023707.5,0.871977262,0.256045477,0.391439403,NE,0,NE,0,41.88459,19.4,9,clsA;cls;ECK1243;nov;yciJ;NP_415765.1
b4595,0,0,1308788,1308875,1308961,174,+,CDS,0.505747126,1.465263158,leading,1,2024667,0.872390692,0.255218616,0.390243884,NE,0,NE,0,61.412716,2.78,0,yciY;ECK4405;YP_001165316.1
b1250,0,0,1309016,1309643,1310269,1254,-,CDS,0.423444976,1.245283019,lagging,0,2025435,0.872721609,0.254556783,0.389286497,NE,0,NE,0,11.1855385,31.9,34,kch;ECK1244;NP_415766.1
b1251,0,0,1310569,1310717.5,1310865,297,-,CDS,0.488215488,1.025316456,lagging,0,2026509.5,0.87318459,0.253630819,0.387946322,NE,0,NE,0,95.085735,1206,535,yciI;ECK1245;NP_415767.2
b1252,0,0,1311089,1311449,1311808,720,+,CDS,0.544444444,1.124648547,leading,1,2027241,0.87349978,0.25300044,0.387033485,NE,0,E,1,65.004253,93.9,91,tonB;ECK1246;exbA;T1rec;NP_415768.1
b1253,0,0,1311848,1312047.5,1312246,399,-,CDS,0.483709273,1.136254107,lagging,0,2027839.5,0.873757662,0.252484676,0.386286336,NE,0,E,1,22.5565555,11,185,yciA;ECK1247;NP_415769.1
b1254,0,0,1312351,1312621,1312890,540,-,CDS,0.464814815,0.995549905,lagging,0,2028413,0.874004772,0.251990455,0.385570159,NE,0,E,1,49.783598,0.137,0,yciB;ECK1248;NP_415770.1
b1255,0.001344086,1,1312920,1313292,1313663,744,-,CDS,0.49327957,0.951689672,lagging,0,2029084,0.874293894,0.251412213,0.38473193,NE,0,NE,0,37.0646765,46.7,0,yciC;ECK1249;NP_415771.1
b1256,0.001564945,1,1314020,1314339.5,1314658,639,+,CDS,0.500782473,0.956926108,leading,1,2030131.5,0.874745242,0.250509517,0.383422734,NE,0,NE,0,7.4706845,404,89,ompW;ECK1250;yciD;NP_415772.1
b1257,0.001972387,1,1314718,1314971.5,1315224,507,-,CDS,0.406311637,1.147058824,lagging,0,2030763.5,0.875017558,0.249964883,0.382632469,NE,0,NE,0,10.6050915,267,1,yciE;ECK1251;NP_415773.1
b1258,0,0,1315270,1315520.5,1315770,501,-,CDS,0.431137725,1.038073038,lagging,0,2031312.5,0.875254112,0.249491776,0.381945762,NE,0,NE,0,7.9000685,332,8,yciF;ECK1252;NP_415774.1
b1259,0,0,1315856,1315946,1316035,180,-,CDS,0.511111111,1.49122807,lagging,0,2031738,0.875437452,0.249125096,0.381413387,NE,0,NE,0,16.988631,388,0,yciG;ECK1253;NP_415775.4
b1260,0.001239157,1,1316416,1316819.5,1317222,807,-,CDS,0.535315985,1.176208338,lagging,0,2032611.5,0.875813827,0.248372347,0.380320091,NE,0,NE,0,42.1262625,1150,914,trpA;ECK1254;try;tryp;NP_415776.1
b1261,0.000837521,1,1317222,1317819,1318415,1194,-,CDS,0.546901173,1.199470482,lagging,0,2033611,0.876244492,0.247511015,0.379068436,NE,0,NE,0,40.5012245,1027,607,trpB;ECK1255;NP_415777.1
b1262,0.000735024,1,1318427,1319107.25,1319788,1360.5,-,CDS,0.527900147,1.262014514,lagging,0,2034899.25,0.876799575,0.24640085,0.377454163,NE,0,NE,0,22.901965,264,46,trpC;ECK1256;trpCF;trpF;NP_415778.3
b1263,0,0,1319789,1320587,1321384,1596,-,CDS,0.563909774,1.174485739,lagging,0,2036379,0.877437171,0.245125658,0.37559851,NE,0,NE,0,10.469283,314,52,trpD;ECK1257;trpGD;NP_415779.1
b1264,0.001919386,3,1321384,1322165.5,1322946,1563,-,CDS,0.543825976,1.221438904,lagging,0,2037957.5,0.878117317,0.243765366,0.37361736,NE,0,NE,0,6.90803,245,84,trpE;anth;ECK1258;tryD;tryp-4;NP_415780.1
b1265,0,0,1323038,1323060.5,1323082,45,-,CDS,0.444444444,0.9375,lagging,0,2038852.5,0.878502955,0.242994089,0.372493301,NE,0,NE,0,5.89727,1.00E-07,0,trpL;ECK1259;trpEE;NP_415781.1
b1266,0.001133787,1,1323220,1323661,1324101,882,+,CDS,0.540816327,1.104990119,leading,1,2039453,0.878761699,0.242476601,0.371738808,NE,0,NE,0,42.270033,15.5,0,rnm;ECK1260;trpH;yciV;NP_415782.1
b1267,0.001610306,1,1324098,1324408.5,1324718,621,+,CDS,0.481481481,1.391877353,leading,1,2040200.5,0.879083783,0.241832434,0.370799274,NE,0,NE,0,79.6320455,304,837,yciO;ECK1261;NP_415783.6
b1268,0.001054852,2,1324746,1325694,1326641,1896,+,CDS,0.469936709,1.155921353,leading,1,2041486,0.879637681,0.240724639,0.369182641,NE,0,NE,0,8.463611,2.73,0,yciQ;ECK1262;yciP;NP_415784.1
b1269,0.001141553,1,1326852,1327290,1327727,876,+,CDS,0.537671233,1.333357785,leading,1,2043082,0.880325367,0.239349266,0.367173971,NE,0,E,1,51.945816,88.4,286,rluB;ECK1263;yciL;NP_415785.1
b1270,0.003384095,2,1327767,1328062.5,1328357,591,-,CDS,0.502538071,1.147466716,lagging,0,2043854.5,0.880658223,0.238683555,0.366201113,NE,0,E,1,26.832291,44.2,0,btuR;cobA;ECK1264;NP_415786.1
b1271,0,0,1328354,1328733.5,1329112,759,-,CDS,0.524374177,1.073984233,lagging,0,2044525.5,0.880947344,0.238105313,0.365355755,NE,0,E,1,28.326229,43.2,173,yciK;ECK1265;NP_415787.1
b1272,0.000952381,1,1329332,1329857,1330381,1050,+,CDS,0.505714286,1.129885993,leading,1,2045649,0.881431439,0.237137123,0.363939642,NE,0,NE,0,60.9917145,151,371,sohB;ECK1266;NP_415788.1
b1273,0,0,1330417,1330543,1330668,252,-,CDS,0.472222222,1.138983051,lagging,0,2046335,0.881727023,0.236545954,0.363074561,NE,0,NE,0,118.7167855,459,1518,yciN;ECK1267;NP_415789.1
b1274,0.001154734,3,1331048,1332347,1333645,2598,+,CDS,0.517705928,1.235756961,leading,1,2048139,0.882504333,0.234991335,0.360798132,E,1,E,1,110.4737055,156,602,topA;ECK1268;supX;NP_415790.1
b1275,0,0,1333855,1334342.5,1334829,975,+,CDS,0.483076923,1.230661041,leading,1,2050134.5,0.883364156,0.233271689,0.358277548,NE,0,NE,0,50.9001885,146,433,cysB;ECK1269;NP_415791.1
b4522,0,0,1335148,1335215.5,1335288,135,+,CDS,0.489361702,0.736933798,leading,1,2051007.5,0.883740315,0.23251937,0.357174009,NE,0,NE,0,38.9086245,0.073,0,ymiA;ECK4433;yciX_1;YP_588449.3
b4523,0,0,1335291,1335375,1335458,168,+,CDS,0.458333333,1.021621622,leading,1,2051167,0.88380904,0.232381919,0.356972335,NE,0,NE,0,39.933256,1.00E-07,0,yciX;ECK1270;yciX_2;YP_588450.2
b1276,0.001121076,3,1335831,1337169,1338506,2676,+,CDS,0.529147982,1.135571066,leading,1,2052961,0.884582041,0.230835918,0.35470283,NE,0,NE,0,60.529554,431,338,acnA;acn;ECK1271;NP_415792.1
b1277,0.001692047,1,1338570,1338865.5,1339160,591,-,CDS,0.500846024,1.214217231,lagging,0,2054657.5,0.885313031,0.229373938,0.352554743,E,1,E,1,87.653988,94.6,339,ribA;ECK1272;NP_415793.1
b1278,0.00130719,1,1339330,1339712.5,1340094,765,+,CDS,0.505882353,0.950515909,leading,1,2055504.5,0.885677987,0.228644026,0.351481586,NE,0,NE,0,27.3025675,3.97,0,pgpB;ECK1273;NP_415794.1
b1279,0,0,1340243,1340397.5,1340551,309,+,CDS,0.501618123,1.373333333,leading,1,2056189.5,0.885973141,0.228053719,0.350613346,NE,0,E,1,94.6492005,159,0,lapA;ECK1274;yciS;NP_415795.1
